time,frequency,tstart,tend,fstart,fend,snr,q,amplitude,phase
1439801671.15625,7.5127215751287695,1439801671.0625,1439801671.25,6.622924946053,10.965783710262784,6.97374119913304,5.077024974497339,1.2269356468137823e-05,0.6872884936870601
1439801723.28125,5.838514631802965,1439801723.25,1439801723.375,5.1470088191309715,6.622924946053,6.144704533015886,5.077024974497339,3.361214479555691e-05,0.5808624646043135
1439801862.453125,9.667011050715827,1439801861.5,1439801863.5,5.1470088191309715,481.3527879371854,15.340260557311632,5.077024974497339,1.8998519347375838e-05,-0.20285682905655322
1439805234.71875,5.838514631802965,1439805234.625,1439805234.875,4.0,6.622924946053,6.715521644096566,5.077024974497339,3.897232796264825e-05,-1.784289068601007
1439810299.46875,7.5127215751287695,1439810298.5,1439810300.5,5.1470088191309715,14.110246366351323,14.74893480722201,5.077024974497339,3.0332520794313067e-05,-0.72492968544307
1439800940.859375,9.667011050715827,1439800939.5,1439800942.5,4.0,18.156390621930257,23.6124400515713,5.077024974497339,3.0875416203919506e-05,2.856509687822588
1439801072.953125,12.439047783167728,1439801072.5,1439801073.5,6.622924946053,38.68247743798249,9.807567515918814,5.077024974497339,1.0955387386288022e-05,-0.1572762166123069
1439805807.5,5.639372129456103,1439805806.0,1439805809.0,5.580979503132083,5.6983757056693145,6.58976972867099,65.32614684811092,7.100162416641343e-05,-1.8991302176719598
1439806567.96875,4.537404023946279,1439806567.75,1439806568.0625,4.0,6.622924946053,6.5374868080046875,5.077024974497339,0.00015556920497450215,-0.6248737594792423
1439807215.09375,7.5127215751287695,1439807215.0625,1439807215.125,6.622924946053,8.522063276444328,6.052989813969763,5.077024974497339,1.193036006998289e-05,-2.449938549969335
1439803389.5,6.944440740502943,1439803388.0,1439803391.0,5.1470088191309715,423.8050212892454,7.387956351895721,65.32614684811092,2.3853465249539466e-05,2.4181997663026684
1439803532.0625,40.74672596343521,1439803531.75,1439803532.375,39.49405622665597,41.17305047184362,6.673986646255665,65.32614684811092,9.183631097946597e-06,0.35515017279904143
1439803537.8125,39.90727431247204,1439803537.375,1439803538.0,39.49405622665597,41.17305047184362,6.9548749966420775,65.32614684811092,9.48979954996958e-06,0.6203588268246769
1439803540.8125,40.74672596343521,1439803540.625,1439803541.0,39.49405622665597,41.17305047184362,6.244325544932232,65.32614684811092,8.592402906936411e-06,-0.7400992330140667
1439803541.5625,40.74672596343521,1439803541.375,1439803541.625,40.324815813068945,41.17305047184362,6.133871422508931,65.32614684811092,8.440414302920832e-06,-2.6858283661841234
1439803551.9375,39.90727431247204,1439803551.75,1439803552.125,39.49405622665597,41.17305047184362,6.094142832592701,65.32614684811092,8.315346276979937e-06,1.5886234587637698
1439808854.929199,424.34201177310405,1439808854.928711,1439808854.930664,374.0835151850062,481.3527879371854,6.3431378552215145,5.077024974497339,7.601273119521487e-07,-1.560559936193483
1439808855.088379,757.7585575351529,1439808855.08789,1439808855.089844,717.0632615958788,800.763422518446,6.058599948898404,11.896938433191872,6.664848555267799e-07,-2.7362876532457334
1439809511.3125,40.74672596343521,1439809511.0,1439809511.875,39.09979499952015,41.17305047184362,7.044302181014104,65.32614684811092,8.755240773519605e-06,0.021695734390286846
1439809585.375,8.082037186146549,1439809584.5,1439809586.5,6.622924946053,14.110246366351323,9.021173873661583,27.877968848709678,1.2012902397491963e-05,-2.9792363594380666
1439809587.8125,6.573859054350684,1439809587.0,1439809589.0,5.1470088191309715,8.522063276444328,7.651985117166645,11.896938433191872,3.162584049468975e-05,0.8854140113936194
1439809781.906738,546.0230192309863,1439809781.90625,1439809781.908203,374.0835151850062,619.3817611564933,6.111895753092001,5.077024974497339,7.093928163479856e-07,-2.454177632803849
1439810143.5,6.801373485237764,1439810143.0,1439810145.0,6.7309489678807415,7.01709897781808,6.262974563521306,65.32614684811092,2.2816907000121743e-05,2.0651650546631193
1439807334.21875,4.537404023946279,1439807334.0,1439807334.25,4.0,6.622924946053,6.144204540904702,5.077024974497339,0.00014098442716166238,0.6408400346998198
1439807771.97998,546.0230192309863,1439807771.979492,1439807771.980469,481.3527879371854,619.3817611564933,6.101497473474678,5.077024974497339,7.037939866264217e-07,1.180950969588282
1439808029.958984,224.96582345814036,1439808029.953125,1439808029.960938,212.88407173021383,265.4829763991697,6.288620332674526,11.896938433191872,1.4511420007511036e-06,0.5522569263513624
1439808330.1875,5.886723446931313,1439808330.0,1439808330.5,5.570577953880356,6.220811059023403,6.195542734156866,11.896938433191872,4.641475451613135e-05,2.642877645630034
1439808350.756347,329.7775672704214,1439808350.75,1439808350.757813,225.93251062459655,374.0835151850062,7.060041917757873,5.077024974497339,9.282091990104464e-07,-1.8568857610769594
1439803195.09375,5.838514631802965,1439803195.0,1439803195.125,5.1470088191309715,8.522063276444328,6.62313053323924,5.077024974497339,3.704009858873164e-05,2.6445095244556582
1439803231.636718,355.377207870574,1439803231.632812,1439803231.65625,290.71915617830007,374.0835151850062,6.1894415676379735,27.877968848709678,7.021853155607357e-07,-1.5563157830513874
1439803231.942382,390.70621548252615,1439803231.939453,1439803231.945313,369.72340386493835,412.87985889160103,6.208551634392238,11.896938433191872,7.419897070665575e-07,-0.6291785297589726
1439803260.40625,4.537404023946279,1439803260.3125,1439803260.5,4.0,6.622924946053,6.492734499915252,5.077024974497339,0.00014692552715234706,1.7738877559647115
1439811413.1875,5.886723446931313,1439811413.0,1439811414.0,5.1470088191309715,6.622924946053,6.005098956776423,11.896938433191872,5.0704972874868916e-05,-1.0948344983745426
